URL,Title,Ingredients,Cooking Time,Nutrition Facts,Publish Date,Timestamp,Category
https://www.simplyrecipes.com/sheet-pan-grilled-cheese-sandwiches-recipe-8778516,The Secret To Making a Bunch of Grilled Cheese All at Once,"6 tablespoons (3 ounces) unsalted butter, 2 tablespoons herbed goat cheese, 10 thick white bread slices, 5 sharp white cheddar cheese slices, 5 provolone cheese slices, 5 Swiss cheese slices",20 mins,"Calories: 661, Total Fat 45g: 57%, Saturated Fat 26g: 130%, Cholesterol 121mg: 40%, Sodium 1005mg: 44%, Total Carbohydrate 34g: 12%, Dietary Fiber 2g: 6%","Published January 22, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/buffalo-chicken-quesadillas-recipe-8778482,The 5-Ingredient Dinner I Make on Repeat—It Only Takes 20 Minutes,"2 cups shredded rotisserie chicken, 2/3 cup sour cream, plus more for serving, 1/3 cup Buffalo-style hot sauce (such as Frank’s RedHot Buffalo Wings), 6 ounces Monterey Jack Cheese, shredded (about 1 1/2 cups), 4 (8-inch) flour tortillas, 2 tablespoons olive oil, divided",20 mins,"Calories: 521, Total Fat 32g: 41%, Saturated Fat 15g: 75%, Cholesterol 147mg: 49%, Sodium 1236mg: 54%, Total Carbohydrate 25g: 9%, Dietary Fiber 1g: 5%","Published January 23, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/enfrijoladas-with-black-beans-8778481,This Is One of Mexico’s Best Quick and Easy Dinner Recipes,"1 tablespoon extra-virgin olive oil, 1 large red onion, thinly sliced, divided, 2 large cloves garlic, thinly sliced, 1 chipotle in adobo sauce, 2 (15-ounce) cans black beans, not drained or 3 1/2 cups cooked beans plus 1 cup bean cooking liquid, 2 tablespoons lime juice, 1/2 teaspoon ground cumin, 1 teaspoon kosher salt, 8 corn tortillas, 2 small avocados, cut into slices, 1/2 cup crumbled cotija cheese, 1/3 cup salsa, 1/3 cup light or regular sour cream, 1/3 cup chopped cilantro",30 mins,"Calories: 260, Total Fat 6g: 7%, Saturated Fat 1g: 4%, Cholesterol 0mg: 0%, Sodium 765mg: 33%, Total Carbohydrate 45g: 16%, Dietary Fiber 11g: 41%","Published January 22, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/maple-glazed-chicken-and-squash-recipe-8775318,This 5-Ingredient Roast Chicken Is Always There for Me,"4 tablespoons maple syrup, divided, 3 tablespoons extra-virgin olive oil, divided, plus more for the pan, 2 tablespoons whole-grain mustard, 2 teaspoons chopped fresh rosemary leaves, 1/2 teaspoon salt, plus more for seasoning, 1/2 teaspoon freshly ground black pepper, 2 pounds bone-in, skin-on chicken thighs (4 to 5 large chicken thighs), 1 medium acorn squash (1 1/2 to 2 pounds)",75 mins,"Calories: 519, Total Fat 34g: 43%, Saturated Fat 8g: 42%, Cholesterol 218mg: 73%, Sodium 648mg: 28%, Total Carbohydrate 16g: 6%, Dietary Fiber 1g: 4%","Published January 23, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/easy-chorizo-sloppy-joes-recipe-8778480,This 15-Minute Sloppy Joes Has a Smart Shortcut,"1 1/4 pounds  bulk fresh Mexican chorizo, 1 (8-ounce) package red chile enchilada sauce (preferably Frontera Red Chile Enchilada Sauce with Roasted Tomato and Garlic), 1/2 cup water, 4 sesame seed hamburger buns, split and toasted, 1 large avocado, thinly sliced, 3/4 cup corn chips (such as Fritos), roughly crushed if needed",20 mins,"Calories: 405, Total Fat 22g: 28%, Saturated Fat 4g: 20%, Cholesterol 6mg: 2%, Sodium 890mg: 39%, Total Carbohydrate 45g: 16%, Dietary Fiber 9g: 33%","Published January 22, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/creamy-skillet-gnocchi-with-bacon-and-peas-recipe-8778479,This 5-Ingredient Is the Most Comforting Weeknight Dinner,"4 thick-cut bacon slices , chopped into 1/2-inch pieces, 2 (12-ounce) packages skillet gnocchi (such as Rana), divided, 1 1/3 cups water, 1 (5.2-ounce) package Boursin or other gournay cheese, 1 1/2 teaspoons Dijon mustard, 1/2 teaspoon kosher salt, 1 1/2 cups frozen peas, Finely chopped fresh chives, for serving (optional)",20 mins,"Calories: 594, Total Fat 19g: 24%, Saturated Fat 9g: 45%, Cholesterol 98mg: 33%, Sodium 721mg: 31%, Total Carbohydrate 79g: 29%, Dietary Fiber 6g: 22%","Published January 22, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/marry-me-chicken-soup-recipe-8759307,This “Marry Me Chicken Soup” Is So Good I’d Marry It,"2 tablespoons oil from a jar of oil-packed sun-dried tomatoes, 6 cloves garlic, minced, 3/4 cup drained and chopped sun-dried tomatoes with herbs, 3 tablespoons tomato paste, 8 cups low-sodium chicken broth, 8 ounces small pasta shells (about 2 cups), 1 (5-ounce) package baby spinach, coarsely chopped, 2 cups shredded cooked chicken (about 8 ounces), 1 (8-ounce) package cream cheese, cubed and softened, 1/2 cup finely shredded Parmesan cheese, plus more for garnish, 1/4 cup chopped fresh basil, plus more for garnish, optional, Kosher salt, if needed, to taste",45 mins,"Calories: 413, Total Fat 27g: 34%, Saturated Fat 11g: 54%, Cholesterol 78mg: 26%, Sodium 1059mg: 46%, Total Carbohydrate 22g: 8%, Dietary Fiber 2g: 9%","Updated March 17, 2025",2025-03-30 01:24:47,DINNERS
https://www.simplyrecipes.com/dill-egg-salad-recipe-8781688,This 5-Minute Egg Salad Is the Only One I Make,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published January 30, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/four-ingredient-chicken-salad-recipe-8774599,The 4-Ingredient Chicken Salad I Can’t Stop Making,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published January 22, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/diy-macaroni-and-cheese-mix-recipe-7568651,Homemade Macaroni and Cheese Mix,"1 1/2 cups (6 ounces/170g) dry macaroni, shells, or other smaller pasta shape, 3 tablespoons (20g) cheddar cheese powder, orange or white, 1/2 teaspoon tapioca starch, optional, 1/4 teaspoon salt, 3 tablespoons milk, any kind, 1 to 2 tablespoons butter (if using salted, reduce the salt a bit)",25 mins,"Calories: 230, Total Fat 13g: 17%, Saturated Fat 8g: 38%, Cholesterol 34mg: 11%, Sodium 274mg: 12%, Total Carbohydrate 22g: 8%, Dietary Fiber 1g: 4%","Updated February 20, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/chinese-tomato-egg-recipe-7562056,Chinese Tomato Egg Stir Fry,"1 pound plum tomatoes (4 to 5), 1 tablespoon vegetable oil, 5 large eggs, beaten, 1 teaspoon toasted sesame oil, 2 teaspoons chicken bouillon powder, 2 teaspoons sugar, 1/2 teaspoon ground white pepper, 1/4 teaspoon salt, 1 green onion, trimmed and sliced on a bias, to garnish, 2 cups steamed jasmine rice, for serving, optional",18 mins,"Calories: 217, Total Fat 14g: 19%, Saturated Fat 3g: 16%, Cholesterol 310mg: 103%, Sodium 639mg: 28%, Total Carbohydrate 10g: 4%, Dietary Fiber 2g: 7%","Updated May 22, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/microwave-sweet-potato-recipe-7095968,Microwave Sweet Potato,"1 medium sweet potato, about 10 ounces, 1/2 teaspoon olive or canola oil, optional, 1/4 teaspoon kosher salt, optional",10 mins,"Calories: 255, Total Fat 0g: 1%, Saturated Fat 0g: 1%, Cholesterol 0mg: 0%, Sodium 102mg: 4%, Total Carbohydrate 59g: 21%, Dietary Fiber 9g: 33%","Updated November 03, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/chicken-congee-jook-recipe-6944771,Chicken Congee (Jook),"1 1/2 pounds boneless, skinless chicken breasts, very thinly sliced, 2 tablespoons finely minced ginger, 3 green onions, whites chopped and greens thinly sliced lengthwise, divided, 2 teaspoons chicken bouillon, 1 teaspoon ground white pepper, 1 cup jasmine rice, 10 cups low-sodium chicken stock, Salt, to taste, 1 (2-inch) piece ginger, peeled and sliced into thin matchsticks, to garnish",115 mins,"Calories: 258, Total Fat 4g: 5%, Saturated Fat 1g: 6%, Cholesterol 96mg: 32%, Sodium 1169mg: 51%, Total Carbohydrate 11g: 4%, Dietary Fiber 0g: 2%","Updated November 04, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/microwave-baked-potato-recipe-6931347,Microwave Baked Potato,"1 large (10 to 12-ounce) russet potato, 1 teaspoon olive oil, optional, Pinch of kosher salt, optional, 1 tablespoon butter, 1/4 cup shredded cheddar cheese, 1 tablespoon sour cream, 1 teaspoon minced chives, Salt and pepper, to taste",13 mins,"Calories: 330, Total Fat 0g: 1%, Saturated Fat 0g: 1%, Cholesterol 0mg: 0%, Sodium 48mg: 2%, Total Carbohydrate 73g: 27%, Dietary Fiber 8g: 28%","Updated December 20, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/how-to-make-a-burger-on-the-stove-6890850,How To Make a Burger on the Stove,"1 tablespoon kosher salt, 1 tablespoon black pepper, 1 teaspoon garlic powder, 1/4 cup mayonnaise, 1 tablespoon Dijon mustard, 1 tablespoon ketchup, 1 pound ground chuck (90:10), 3 potato or brioche buns, 6 slices American cheese, Nonstick spray, Green lettuce leaves, Thinly sliced red onion, Thinly sliced fresh tomato",15 mins,"Calories: 781, Total Fat 56g: 71%, Saturated Fat 22g: 108%, Cholesterol 199mg: 66%, Sodium 1325mg: 58%, Total Carbohydrate 32g: 12%, Dietary Fiber 3g: 10%","Updated June 17, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/kai-jeow-thai-omelet-recipe-6831375,Kai Jeow (Thai Omelet),"3 large eggs, 2 teaspoons fish sauce (see recipe note), 1/4 teaspoon brown sugar, 1 scallion, minced, 1/2 Thai chili to start, minced (optional, can add more if desired), 1/4 teaspoon black pepper, 2 to 3 tablespoons vegetable oil, 1 cup cooked jasmine rice, 4 slices cucumber, Slices of romaine lettuce, Sriracha (optional)",10 mins,"Calories: 743, Total Fat 56g: 72%, Saturated Fat 11g: 55%, Cholesterol 558mg: 186%, Sodium 1307mg: 57%, Total Carbohydrate 38g: 14%, Dietary Fiber 4g: 13%","Published November 22, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/recipes/easy_peel_hard_boiled_eggs_in_the_pressure_cooker/,How to Make Instant Pot Easy-Peel Hard Boiled Eggs,"Large eggs, cold from the fridge—at least 1 egg or as many as will fit in a single layer in your pressure cooker",4 mins,"Calories: 72, Total Fat 5g: 6%, Saturated Fat 2g: 8%, Cholesterol 186mg: 62%, Sodium 71mg: 3%, Total Carbohydrate 0g: 0%, Dietary Fiber 0g: 0%","Updated February 14, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/recipes/bread_and_butter_pickles/,Bread and Butter Pickles,"2 1/2 pounds pickling cucumbers, fresh from the market, 1/4 cup pickling salt (see recipe note), 1 pound white or yellow onions, thinly sliced, 1 1/4 cups white distilled vinegar (5% acidity), 1 cup apple cider vinegar (5% acidity), 2 1/4 cups sugar, 1 tablespoon mustard seeds, 1 teaspoon crushed red pepper flakes, 3/4 teaspoon celery seeds, 1 inch cinnamon stick, 6 allspice berries plus a pinch of ground allspice, 6 whole cloves plus a pinch of ground cloves, 1/2 teaspoon ground turmeric",50 mins,"Calories: 95, Total Fat 0g: 0%, Saturated Fat 0g: 0%, Cholesterol 0mg: 0%, Sodium 633mg: 28%, Total Carbohydrate 23g: 8%, Dietary Fiber 1g: 2%","Updated June 22, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/recipes/spanish_tortilla/,Tortilla Española (Spanish Tortilla),"6 eggs, beaten, 2 Yukon Gold potatoes, 2 to 3 green onions, chopped up to the light green parts, or 1/4 cup chopped yellow onion, 1/4 cup extra virgin olive oil, Salt",30 mins,"Calories: 351, Total Fat 21g: 27%, Saturated Fat 4g: 21%, Cholesterol 279mg: 93%, Sodium 267mg: 12%, Total Carbohydrate 29g: 10%, Dietary Fiber 3g: 11%","Updated October 31, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/curried-chickpea-salad-recipe-8774414,The 10-Minute Meal I Make Every Single Week,Ingredients not found,Unknown cooking time,Nutrition Facts not found,"Published January 15, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/tortellini-salad-recipe-6281123,Tortellini Salad,"1/3 cup extra virgin olive oil, 4 tablespoons fresh lemon juice (from about 2 lemons), 2 tablespoons red wine vinegar, 2 cloves garlic, grated, 1 teaspoon dried oregano, 1/4 teaspoon salt, 1/4 teaspoon freshly ground black pepper, 1 small red onion, finely chopped (about 1 cup), 2 (10-ounce) packages tortellini (any kind), 1 small yellow bell pepper, chopped (about 1 cup), 1 English cucumber, quartered lengthwise and thinly sliced (about 3 cups), 3/4 cup pitted and sliced kalamata olives, 1 (14-ounce) can artichoke hearts, drained and roughly chopped, 8 ounces turkey summer sausage, quartered lengthwise and sliced (about 2 cups), 6 ounces crumbled feta cheese, 1/2 cup finely chopped fresh basil leaves",25 mins,"Calories: 510, Total Fat 26g: 33%, Saturated Fat 9g: 44%, Cholesterol 85mg: 28%, Sodium 898mg: 39%, Total Carbohydrate 47g: 17%, Dietary Fiber 5g: 20%","Published August 15, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/mercimek-corbasi-turkish-lentil-soup-recipe-6824723,Mercimek Çorbası (Turkish Lentil Soup),"3 tablespoons olive oil, 1 large yellow onion, finely diced (about 1 1/4 cups), 1 celery rib, finely diced, 1 carrot, finely diced, 4 cloves garlic, minced or crushed, 1 teaspoon ground cumin, 1 teaspoon dried oregano, 2 tablespoons tatli biber salçasi (Turkish sweet pepper paste), 1 1/2 cups (8.8oz/250g) dried red lentils, 2 liters (8 1/2 cups) vegetable stock, 1 to 2 lemons, juiced, to taste, 1 teaspoon salt, or to taste, 1/2 teaspoon freshly ground black pepper, or to taste, 1/3 cup butter, 2 teaspoons olive oil, 2 teaspoons pul biber, plus extra to sprinkle on top, 6 tablespoons Greek yogurt, 6 heaping tablespoons croutons, 1/4 bunch fresh parsley, finely chopped",50 mins,"Calories: 343, Total Fat 19g: 25%, Saturated Fat 8g: 39%, Cholesterol 28mg: 9%, Sodium 1531mg: 67%, Total Carbohydrate 40g: 15%, Dietary Fiber 9g: 33%","Updated August 07, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/menemen-turkish-scrambled-eggs-and-tomatoes-6386335,Menemen (Turkish Scrambled Eggs and Tomatoes),"2 beefsteak tomatoes, 8 large eggs, 2 tablespoons olive oil, 1 large yellow onion, finely diced, 1 teaspoon salt, 3 cloves garlic, minced or crushed, 6 sivri biber (Turkish green peppers), seeded and finely diced, 1 tablespoon tatli biber salçasi (Turkish sweet pepper paste), 1 teaspoon pul biber (ground Aleppo pepper), 1 teaspoon dried oregano, 1/2 teaspoon freshly ground black pepper, 2 tablespoons olive oil, 1 teaspoon pul biber, 1/4 bunch fresh parsley, leaves coarsely chopped",40 mins,"Calories: 229, Total Fat 16g: 20%, Saturated Fat 3g: 17%, Cholesterol 248mg: 83%, Sodium 752mg: 33%, Total Carbohydrate 13g: 5%, Dietary Fiber 2g: 7%","Published August 26, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/air-fryer-baked-potatoes-recipe-6281225,Air Fryer Baked Potatoes,"4 medium to medium-large russet potatoes (about 10 ounces each), 1 tablespoon olive oil, divided, 1/2 teaspoon kosher salt, divided, plus more for serving, Freshly ground black pepper, unsalted butter, shredded sharp cheddar, sour cream, and/or scallions, for serving (as desired)",43 mins,"Calories: 305, Total Fat 4g: 5%, Saturated Fat 1g: 3%, Cholesterol 0mg: 0%, Sodium 197mg: 9%, Total Carbohydrate 61g: 22%, Dietary Fiber 7g: 23%","Updated December 12, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/classic-chopped-italian-salad-recipe-5425464,Classic Chopped Italian Salad,"1 lemon, juiced, 1 tablespoon Dijon mustard, 2 tablespoons red wine vinegar, 2 teaspoons sugar, 1 teaspoon dried oregano, 1/2 cup olive oil, 1/4 teaspoon kosher salt, 1/4 teaspoon black pepper, 2 heads romaine lettuce, chopped, 1/2 red onion, chopped, 1 (15-ounce) can chickpeas, rinsed and drained, 1 pint cherry tomatoes, halved, 4 ounces genoa salami, chopped, 8 ounces fresh mozzarella, chopped, 1/2 cup sliced pepperoncini, 1/4 cup sliced roasted red peppers, 10 fresh basil leaves, chopped",25 mins,"Calories: 457, Total Fat 34g: 44%, Saturated Fat 9g: 46%, Cholesterol 39mg: 13%, Sodium 923mg: 40%, Total Carbohydrate 25g: 9%, Dietary Fiber 9g: 31%","Updated December 12, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/fried-egg-taco-tiktok-recipe-5225363,Fried Egg Taco,"1 tablespoon vegetable oil, 2 (6-inch) corn tortillas, 2 large eggs, 1/4 cup cheddar cheese, grated, Kosher salt and freshly ground black pepper, to taste, 2 tablespoons salsa, for garnish, 1/2 avocado, thinly sliced, for garnish, Cilantro leaves, for garnish",10 mins,"Calories: 541, Total Fat 38g: 49%, Saturated Fat 10g: 52%, Cholesterol 400mg: 133%, Sodium 887mg: 39%, Total Carbohydrate 29g: 11%, Dietary Fiber 7g: 25%","Updated February 11, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/chicken-caesar-wraps-recipe-6279136,Chicken Caesar Wrap,"1 1/2 cups chopped cooked chicken, 2 cups chopped romaine lettuce, 1/3 cup Caesar dressing, 1/4 cup freshly grated Parmesan cheese, 1/2 cup croutons, Salt, to taste, Black pepper, to taste, 4 large (10-inch) flour tortillas",20 mins,"Calories: 434, Total Fat 24g: 31%, Saturated Fat 6g: 28%, Cholesterol 61mg: 20%, Sodium 824mg: 36%, Total Carbohydrate 34g: 12%, Dietary Fiber 3g: 9%","Updated February 17, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/motta-porrichu-spicy-coconut-ginger-omelette-recipe-6260310,Motta Porrichu (Spicy Coconut Ginger Omelette),"4 large eggs, 1/3 cup coconut cream (see Recipe Note), 1 small red onion, diced (about 1 1/2 cups), 2 tablespoons grated fresh ginger, 2 tablespoons roughly chopped fresh curry leaves, 1 green bird's eye chili, finely chopped, 1 1/2 teaspoons pink salt or 1/2 teaspoon table salt, 1 1/2 teaspoons freshly ground black pepper, 1 1/2 tablespoons virgin coconut oil, Matta rice, for serving (optional)",25 mins,"Calories: 504, Total Fat 28g: 36%, Saturated Fat 19g: 96%, Cholesterol 372mg: 124%, Sodium 696mg: 30%, Total Carbohydrate 49g: 18%, Dietary Fiber 4g: 13%","Published August 30, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/old-bay-shrimp-rolls-recipe-5547714,Old Bay Shrimp Rolls,"2 cups thinly sliced shallots (from 3-4 large shallots), 1 1/4 cups  vegetable or canola oil, 1/4 teaspoon kosher salt, divided, 1/2 cup mayonnaise, 2 tablespoons lemon juice, 2 tablespoons minced chives, plus more for garnish, 1 teaspoon grated garlic, 1/4 teaspoon cracked black pepper, 1/2 teaspoon kosher salt, 1 pound large (26/30 count) shrimp, peeled, deveined, and tails removed, 1 tablespoon olive oil, 1 tablespoon Old Bay seasoning, 2 tablespoons softened, unsalted butter, 4 top-split (or “New England-style”) hot dog buns, 1 head of butter or Bibb lettuce",40 mins,"Calories: 772, Total Fat 48g: 62%, Saturated Fat 9g: 47%, Cholesterol 266mg: 89%, Sodium 2284mg: 99%, Total Carbohydrate 50g: 18%, Dietary Fiber 5g: 17%","Published September 01, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/classic-kimbap-korean-seaweed-rice-roll-recipe-5509308,Classic Kimbap (Korean Seaweed Rice Roll),"6 ounces skirt steak or sirloin beef, cut into 3 x 1/4-inch strips, 2 teaspoons soy sauce, 1 teaspoon rice vinegar, 1 teaspoon sugar, 1 clove garlic, grated, 1 teaspoon vegetable oil, 4 cups freshly cooked medium-grain white rice, 2 teaspoons sesame oil, 1/2 teaspoon kosher salt, 8 ounces spinach leaves, washed, 2 teaspoons sesame oil, 1/4 teaspoon kosher salt, 1 teaspoon vegetable oil, 1 large carrot, peeled and cut into 1/8-inch-wide matchsticks, Pinch kosher salt, 6 (1/4-inch wide) strips danmuji (yellow pickled radish), 6 (about 8 x 8-inch) sheets gim (roasted seaweed), Sesame oil, for brushing the kimbap",45 mins,"Calories: 285, Total Fat 11g: 14%, Saturated Fat 3g: 13%, Cholesterol 26mg: 9%, Sodium 322mg: 14%, Total Carbohydrate 33g: 12%, Dietary Fiber 2g: 7%","Published August 15, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/jibarito-sandwich-recipe-5323153,Jibarito Sandwich,"Juice of 3 medium limes (about 1/3 cup), 1/4 cup vegetable oil, 4 cloves garlic, mashed to a paste, 1 1/2 tablespoons adobo (homemade or store-bought), 2 teaspoons onion powder, 1 teaspoon dried oregano, 1 teaspoon ground cumin, 1/2 teaspoon black pepper, 2 pounds boneless, thin-cut ribeye steaks (about 4 thin-cut steaks), 1/2 cup mayonnaise, 1/3 cup ketchup, Juice of 1 lime (about 1 1/2 teaspoons), 1 teaspoon granulated garlic, 3/4 teaspoon adobo (or kosher salt), 4 medium green plantains, Vegetable oil, for frying plantains, 4 to 8 slices mozzarella cheese, Green leaf lettuce leaves, 1 ripe beefsteak tomato, sliced, 1/2 red onion, thinly sliced in rings",38 mins,"Calories: 1179, Total Fat 70g: 89%, Saturated Fat 25g: 125%, Cholesterol 185mg: 62%, Sodium 759mg: 33%, Total Carbohydrate 89g: 32%, Dietary Fiber 7g: 26%","Published August 16, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/potato-knishes-recipe-6455523,Potato Knishes,"2 1/2 cups all-purpose flour, 1 teaspoon baking powder, 1/2 teaspoon salt, 1/2 cup water, 1/2 cup neutral oil (like vegetable or canola), 1 large egg, whisked, 1 teaspoon white vinegar, 3 tablespoons olive oil, 1 medium yellow onion, chopped, 1/4 teaspoon salt, 1/2 teaspoon black pepper, 1 pound russet potatoes, peeled and quartered, 2 tablespoons unsalted butter, 1 large egg, whisked, 1 tablespoon water, Mustard, for serving",2 hrs,"Calories: 274, Total Fat 16g: 20%, Saturated Fat 3g: 13%, Cholesterol 36mg: 12%, Sodium 269mg: 12%, Total Carbohydrate 29g: 11%, Dietary Fiber 2g: 6%","Published September 06, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/farro-mushroom-and-egg-grain-bowls-recipe-5525300,"Farro, Mushroom, and Egg Grain Bowls","3 cups vegetable broth, plus more if needed, 1 cup semi-pearled farro (See Recipe Note), 1 tablespoon canola oil, 8 ounces cremini mushrooms, cleaned, thinly sliced, and divided, 3/4 teaspoon salt, divided, 1/2 teaspoon black pepper, divided, 2 tablespoons extra-virgin olive oil, 1 medium onion, finely diced, 4 cloves garlic, finely minced, 1 cup full-fat Greek yogurt, 1/2 cup flat-leaf parsley, finely minced, 1 small garlic clove, grated or finely minced, 3 tablespoons water, Salt, to taste, Black pepper, to taste, 4 large eggs, 4 teaspoons extra-virgin olive oil, Salt, to taste, Black pepper, to taste",70 mins,"Calories: 385, Total Fat 23g: 30%, Saturated Fat 5g: 24%, Cholesterol 193mg: 64%, Sodium 1289mg: 56%, Total Carbohydrate 29g: 11%, Dietary Fiber 4g: 15%","Published August 10, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/roasted-cabbage-steaks-with-garlic-breadcrumbs-recipe-5215499,Roasted Cabbage Steaks with Garlic Breadcrumbs,"1 (2- to 3- pound) green cabbage, 2 1/2 tablespoons olive oil, divided, 2 teaspoons soy sauce, 1 teaspoon fresh lemon juice, 1 teaspoon smoked paprika, 1/2 teaspoon honey, 1/2 teaspoon kosher salt, divided, 1/4 teaspoon freshly ground black pepper, 1 clove garlic, minced, 1/2 cup panko breadcrumbs, 1/4 teaspoon red pepper flakes (optional), 2 tablespoons fresh parsley, finely chopped",35 mins,"Calories: 126, Total Fat 6g: 8%, Saturated Fat 1g: 5%, Cholesterol 0mg: 0%, Sodium 281mg: 12%, Total Carbohydrate 16g: 6%, Dietary Fiber 4g: 13%","Updated March 21, 2025",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/blt-wraps-recipe-5524667,BLT Wraps,"1 pound bacon, 1 head butter lettuce, leaves roughly chopped, 3 small ripe tomatoes, sliced, 6 large burrito-size tortilla wraps, 1/2 cup mayo, 2 tablespoons thinly sliced fresh chives, 1 tablespoon lemon juice, 1/2 teaspoon garlic powder, 1/8 teaspoon kosher salt",30 mins,"Calories: 725, Total Fat 35g: 46%, Saturated Fat 9g: 45%, Cholesterol 43mg: 14%, Sodium 1390mg: 60%, Total Carbohydrate 76g: 28%, Dietary Fiber 6g: 22%","Published July 20, 2022",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/quick-and-easy-sesame-peanut-noodles-5498716,Sesame Peanut Noodles,"8 ounces dry soba, rice, or egg noodles, 2 tablespoons toasted sesame oil, divided, 3 tablespoons natural peanut butter, 1/4 cup soy sauce, 1 1/2 tablespoons honey, 1 1/2 tablespoons rice vinegar, 1 clove garlic, grated, 1 tablespoon toasted sesame seeds, for garnish (optional), 1 green onion, sliced, for garnish (optional)",20 mins,"Calories: 226, Total Fat 13g: 17%, Saturated Fat 2g: 10%, Cholesterol 0mg: 0%, Sodium 954mg: 41%, Total Carbohydrate 22g: 8%, Dietary Fiber 1g: 4%","Updated September 11, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/easy-whipped-ricotta-toast-recipe-5498683,Easy Whipped Ricotta Toast,"10 (1/2-inch) slices crusty sourdough bread, 2 tablespoons extra virgin olive oil, plus more for bread, 1 1/2 teaspoons kosher salt, Freshly ground black pepper, 15 ounces whole milk ricotta, Finely grated zest of 1 lemon, 1 tablespoon fresh lemon juice, 1/3 cup honey, 1 teaspoon fresh thyme leaves, Flaky sea salt, for serving (optional)",25 mins,"Calories: 615, Total Fat 20g: 25%, Saturated Fat 8g: 42%, Cholesterol 43mg: 14%, Sodium 1221mg: 53%, Total Carbohydrate 88g: 32%, Dietary Fiber 3g: 11%","Updated November 04, 2024",2025-03-30 01:35:30,LUNCHES
https://www.simplyrecipes.com/easy-pork-banh-mi-recipe-5496377,Easy Pork Bánh Mì,"1/4 cup white vinegar, 1/4 cup sugar, 1/2 teaspoon salt, 1/4 cup shredded carrots, 1/4 cup shredded daikon, 2 tablespoons minced lemongrass, 2 cloves garlic, minced, 1 shallot, minced, 1 tablespoon sugar, 1 tablespoon soy sauce, 1 tablespoon fish sauce, 1 teaspoon freshly ground black pepper, 10 ounces pork tenderloin, thinly sliced, 1 tablespoon vegetable oil, 1 (12-inch) french baguette, 1/4 cup mayonnaise, Maggi Seasoning, to taste, 1/4 cup pâté (optional), 1 jalapeño, thinly sliced, 6 to 8 sprigs cilantro, tender stems intact",35 mins,"Calories: 1552, Total Fat 47g: 60%, Saturated Fat 10g: 48%, Cholesterol 152mg: 51%, Sodium 3726mg: 162%, Total Carbohydrate 195g: 71%, Dietary Fiber 10g: 36%","Published July 20, 2022",2025-03-30 01:35:30,LUNCHES
